Date,Open,High,Low,Close,Volume
2025-03-11,1486.76,1490.5,1479.99,1484.26,0
2025-03-12,1475.7,1495.13,1480.95,1481.14,0
2025-03-13,1455.78,1460.5,1455.54,1457.64,0
2025-03-14,1449.87,1464.64,1450.32,1457.88,0
2025-03-17,1457.82,1462.89,1456.77,1459.53,0
2025-03-18,1495.45,1495.99,1490.51,1491.39,0
2025-03-19,1485.57,1489.51,1476.6,1480.45,0
2025-03-20,1497.19,1500.37,1495.16,1495.69,0
2025-03-21,1482.51,1493.46,1488.77,1492.5,0
2025-03-24,1507.46,1509.08,1500.15,1503.18,0
2025-03-25,1491.87,1512.72,1496.09,1503.55,0
2025-03-26,1518.6,1520.08,1505.82,1519.25,0
2025-03-27,1542.26,1545.29,1541.44,1544.2,0
2025-03-28,1571.43,1562.58,1554.6,1557.76,0
2025-03-31,1523.17,1521.64,1514.68,1519.88,0
2025-04-01,1520.52,1539.09,1512.63,1519.92,0
2025-04-02,1511.65,1525.9,1511.67,1513.26,0
2025-04-03,1519.97,1532.87,1522.95,1523.05,0
2025-04-04,1533.66,1534.52,1523.22,1531.86,0
2025-04-07,1537.65,1550.61,1531.81,1539.21,0
2025-04-08,1553.13,1566.93,1555.78,1559.55,0
2025-04-09,1563.52,1562.49,1553.34,1560.46,0
2025-04-10,1561.29,1579.64,1565.86,1572.49,0
2025-04-11,1563.79,1576.55,1555.46,1565.05,0
2025-04-14,1569.18,1574.7,1556.85,1570.93,0
2025-04-15,1587.51,1586.72,1578.8,1579.06,0
2025-04-16,1512.06,1517.33,1515.24,1516.84,0
2025-04-17,1518.41,1531.47,1520.12,1520.98,0
2025-04-18,1538.11,1538.84,1526.21,1535.76,0
2025-04-21,1524.52,1522.48,1516.22,1520.38,0
2025-04-22,1497.67,1501.94,1488.5,1492.43,0
2025-04-23,1477.92,1486.75,1476.61,1482.01,0
2025-04-24,1465.87,1474.01,1468.16,1470.74,0
2025-04-25,1447.04,1454.45,1449.48,1450.45,0
2025-04-28,1445.45,1458.57,1446.03,1454.76,0
2025-04-29,1447.44,1459.55,1454.06,1454.2,0
2025-04-30,1470.75,1476.71,1462.71,1466.9,0
2025-05-01,1473.97,1489.49,1478.15,1480.55,0
2025-05-02,1489.38,1497.27,1486.28,1489.67,0
2025-05-05,1462.38,1468.32,1457.12,1461.54,0
2025-05-06,1441.86,1446.56,1439.08,1443.68,0
2025-05-07,1447.09,1451.51,1444.51,1447.33,0
2025-05-08,1447.89,1462.12,1458.17,1458.44,0
2025-05-09,1439.64,1440.9,1437.74,1440.68,0
2025-05-12,1478.8,1479.98,1475.18,1478.8,0
2025-05-13,1476.63,1468.45,1458.62,1466.38,0
2025-05-14,1450.92,1453.3,1445.39,1450.85,0
2025-05-15,1425.2,1428.58,1425.36,1428.37,0
2025-05-16,1393.5,1410.87,1392.89,1395.89,0
2025-05-19,1409.58,1412.2,1402.29,1412.05,0
2025-05-20,1405.92,1406.47,1403.92,1405.79,0
2025-05-21,1447.41,1444.44,1435.53,1440.8,0
2025-05-22,1449.33,1453.91,1443.16,1450.25,0
2025-05-23,1436.7,1441.14,1438.56,1439.65,0
2025-05-26,1441.48,1449.47,1439.33,1439.44,0
2025-05-27,1405.04,1419.23,1401.17,1407.45,0
2025-05-28,1363.58,1362.94,1356.62,1362.54,0
2025-05-29,1359.28,1368.13,1361.32,1362.62,0
2025-05-30,1370.67,1376.19,1367.27,1373.47,0
2025-06-02,1395.54,1396.38,1384.0,1394.74,0
2025-06-03,1426.42,1447.27,1426.23,1428.2,0
2025-06-04,1432.39,1436.53,1425.44,1431.49,0
2025-06-05,1394.34,1398.09,1394.3,1396.63,0
2025-06-06,1431.78,1423.07,1413.62,1422.03,0
2025-06-09,1426.72,1433.81,1425.76,1431.41,0
2025-06-10,1422.19,1434.27,1422.62,1428.72,0
2025-06-11,1430.96,1439.26,1437.44,1437.62,0
2025-06-12,1445.72,1457.31,1440.95,1443.79,0
2025-06-13,1410.69,1413.48,1401.47,1411.14,0
2025-06-16,1446.96,1444.94,1438.88,1444.74,0
2025-06-17,1476.87,1478.15,1472.34,1474.79,0
2025-06-18,1500.08,1508.76,1493.73,1499.49,0
2025-06-19,1498.69,1502.87,1499.3,1501.85,0
2025-06-20,1490.02,1493.83,1486.24,1490.39,0
2025-06-23,1471.57,1477.9,1476.84,1476.98,0
2025-06-24,1469.87,1484.2,1471.0,1476.68,0
2025-06-25,1495.53,1512.0,1502.64,1505.48,0
2025-06-26,1514.65,1516.85,1508.02,1515.56,0
2025-06-27,1527.2,1528.63,1516.6,1523.69,0
2025-06-30,1533.66,1551.73,1533.53,1539.53,0
2025-07-01,1548.99,1549.28,1543.61,1548.47,0
2025-07-02,1576.38,1583.99,1569.06,1572.2,0
2025-07-03,1549.32,1553.43,1543.63,1547.69,0
2025-07-04,1557.88,1553.54,1549.45,1550.7,0
2025-07-07,1605.4,1604.56,1599.09,1600.51,0
2025-07-08,1593.75,1604.76,1595.49,1597.37,0
2025-07-09,1589.96,1595.67,1587.16,1588.53,0
2025-07-10,1592.37,1608.8,1595.49,1597.0,0
2025-07-11,1579.31,1574.78,1568.66,1574.04,0
2025-07-14,1570.99,1581.33,1574.23,1578.65,0
2025-07-15,1585.67,1591.18,1580.66,1587.25,0
2025-07-16,1594.91,1599.21,1594.3,1597.45,0
2025-07-17,1605.62,1602.39,1595.87,1599.82,0
2025-07-18,1575.35,1585.25,1581.44,1584.41,0
2025-07-21,1559.14,1556.08,1550.06,1554.69,0
2025-07-22,1564.97,1567.38,1555.43,1562.15,0
2025-07-23,1562.02,1566.48,1558.0,1561.93,0
2025-07-24,1574.24,1573.39,1565.08,1567.45,0
2025-07-25,1541.25,1540.97,1537.31,1539.34,0
2025-07-28,1528.07,1534.2,1526.6,1529.6,0
2025-07-29,1521.92,1518.18,1516.46,1517.55,0
2025-07-30,1517.75,1518.06,1512.24,1515.17,0
2025-07-31,1518.62,1518.73,1513.67,1517.96,0
2025-08-01,1526.52,1530.57,1527.46,1530.2,0
2025-08-04,1537.38,1539.77,1538.04,1539.45,0
2025-08-05,1567.57,1570.91,1567.77,1570.21,0
2025-08-06,1610.62,1613.15,1606.83,1607.05,0
2025-08-07,1614.97,1622.28,1619.5,1621.96,0
2025-08-08,1570.99,1576.17,1564.64,1570.3,0
2025-08-11,1565.91,1569.45,1560.57,1562.94,0
2025-08-12,1562.12,1570.24,1555.07,1565.28,0
2025-08-13,1569.91,1574.53,1568.47,1573.97,0
2025-08-14,1537.51,1551.98,1538.86,1544.34,0
2025-08-15,1552.63,1550.74,1547.16,1547.62,0
2025-08-18,1530.64,1537.47,1530.56,1536.42,0
2025-08-19,1542.68,1547.29,1535.69,1544.48,0
2025-08-20,1541.62,1542.9,1538.5,1538.66,0
2025-08-21,1558.29,1573.06,1561.72,1564.76,0
2025-08-22,1577.9,1581.72,1577.19,1578.13,0
2025-08-25,1628.91,1622.1,1614.55,1620.45,0
2025-08-26,1648.44,1655.11,1648.26,1651.63,0
2025-08-27,1638.64,1656.28,1641.25,1643.99,0
2025-08-28,1680.38,1686.6,1663.77,1676.81,0
2025-08-29,1672.74,1676.06,1666.67,1671.07,0
2025-09-01,1624.2,1646.68,1625.31,1633.87,0
2025-09-02,1589.81,1585.18,1581.13,1582.87,0
2025-09-03,1599.87,1594.67,1590.65,1591.84,0
2025-09-04,1594.1,1601.61,1585.17,1588.04,0
2025-09-05,1604.01,1611.88,1597.77,1605.94,0
2025-09-08,1603.11,1614.42,1593.8,1600.24,0
2025-09-09,1615.4,1624.23,1611.4,1615.78,0
2025-09-10,1627.35,1635.94,1620.13,1623.3,0
2025-09-11,1615.6,1614.94,1608.96,1614.72,0
2025-09-12,1609.33,1626.56,1613.04,1614.9,0
2025-09-15,1600.86,1611.45,1602.09,1605.03,0
2025-09-16,1606.98,1628.26,1603.51,1609.7,0
2025-09-17,1603.3,1609.24,1593.65,1607.72,0
2025-09-18,1621.9,1637.83,1619.78,1629.04,0
2025-09-19,1641.2,1649.87,1640.18,1643.89,0
2025-09-22,1676.75,1668.25,1651.75,1662.94,0
2025-09-23,1652.95,1662.43,1648.69,1655.99,0
2025-09-24,1632.4,1651.22,1638.87,1639.59,0
2025-09-25,1630.54,1628.65,1622.85,1623.32,0
2025-09-26,1627.1,1624.53,1621.05,1623.64,0
2025-09-29,1584.21,1588.03,1581.05,1584.93,0
2025-09-30,1613.59,1619.41,1611.64,1618.22,0
2025-10-01,1613.0,1623.36,1616.02,1617.13,0
2025-10-02,1631.87,1635.01,1634.62,1634.93,0
2025-10-03,1643.58,1645.91,1634.28,1642.09,0
2025-10-06,1665.62,1661.85,1652.55,1658.1,0
2025-10-07,1663.83,1663.03,1642.5,1654.98,0
2025-10-08,1644.79,1648.84,1627.78,1642.32,0
2025-10-09,1578.24,1590.57,1573.85,1585.88,0
2025-10-10,1582.28,1589.34,1575.4,1585.66,0
2025-10-13,1574.16,1578.22,1564.94,1576.13,0
2025-10-14,1573.71,1588.78,1573.39,1581.42,0
2025-10-15,1593.8,1589.66,1585.98,1587.8,0
2025-10-16,1609.6,1607.8,1603.07,1607.09,0
2025-10-17,1589.87,1601.36,1593.66,1595.19,0
2025-10-20,1616.24,1620.19,1612.2,1615.41,0
2025-10-21,1623.1,1631.78,1621.86,1627.63,0
2025-10-22,1598.63,1602.81,1586.47,1596.67,0
2025-10-23,1568.75,1570.47,1559.76,1567.7,0
2025-10-24,1562.34,1573.1,1553.95,1563.83,0
2025-10-27,1553.7,1560.38,1550.93,1556.92,0
2025-10-28,1561.79,1572.02,1554.59,1562.63,0
2025-10-29,1537.95,1543.9,1537.69,1538.78,0
2025-10-30,1522.3,1524.93,1521.85,1523.64,0
2025-10-31,1518.32,1522.06,1519.2,1520.45,0
2025-11-03,1514.29,1539.97,1520.29,1525.56,0
2025-11-04,1517.45,1521.51,1516.82,1517.25,0
2025-11-05,1518.26,1532.01,1515.24,1520.3,0
2025-11-06,1511.77,1514.86,1511.43,1513.75,0
2025-11-07,1504.27,1512.01,1502.28,1505.82,0
2025-11-10,1497.79,1491.65,1488.97,1489.22,0
2025-11-11,1514.62,1515.27,1509.31,1510.86,0
2025-11-12,1512.04,1521.03,1512.44,1516.21,0
2025-11-13,1523.19,1524.74,1517.95,1523.1,0
2025-11-14,1532.11,1543.38,1528.69,1534.53,0
2025-11-17,1566.32,1563.07,1557.9,1561.86,0
2025-11-18,1570.4,1584.31,1574.69,1575.48,0
2025-11-19,1587.16,1584.94,1580.79,1582.33,0
2025-11-20,1576.66,1592.44,1576.18,1584.75,0
2025-11-21,1583.58,1594.39,1586.43,1591.14,0
2025-11-24,1579.71,1585.6,1576.36,1579.47,0
2025-11-25,1619.86,1625.07,1605.11,1617.95,0
2025-11-26,1592.55,1607.35,1590.01,1592.47,0
2025-11-27,1620.58,1618.61,1602.87,1611.9,0
2025-11-28,1620.05,1629.11,1620.49,1621.07,0
2025-12-01,1634.99,1642.9,1637.84,1637.97,0
2025-12-02,1597.29,1594.01,1586.98,1591.55,0
2025-12-03,1613.43,1624.74,1610.61,1618.15,0
2025-12-04,1647.2,1651.41,1648.89,1651.12,0
2025-12-05,1627.37,1640.09,1627.22,1629.53,0
2025-12-08,1643.67,1649.81,1637.04,1639.24,0
2025-12-09,1592.46,1591.58,1588.37,1590.94,0
2025-12-10,1569.94,1570.29,1563.69,1567.44,0
2025-12-11,1564.99,1581.58,1567.47,1567.7,0
2025-12-12,1566.19,1576.71,1557.19,1568.53,0
2025-12-15,1567.55,1570.66,1563.55,1566.73,0
2025-12-16,1551.52,1563.94,1548.05,1554.03,0
2025-12-17,1551.47,1561.25,1543.96,1553.0,0
2025-12-18,1547.45,1561.3,1543.83,1554.89,0
2025-12-19,1582.38,1589.6,1577.54,1578.75,0
2025-12-22,1536.42,1550.42,1543.41,1546.48,0
2025-12-23,1556.13,1554.94,1549.12,1552.19,0
2025-12-24,1556.62,1559.69,1554.76,1556.53,0
2025-12-25,1585.43,1583.69,1582.12,1582.37,0
2025-12-26,1599.1,1593.04,1584.06,1589.4,0
2025-12-29,1634.6,1643.58,1626.68,1633.04,0
2025-12-30,1622.3,1639.39,1622.74,1627.25,0
2025-12-31,1634.57,1640.95,1632.32,1640.48,0
2026-01-01,1626.49,1636.9,1618.53,1635.43,0
2026-01-02,1642.52,1653.48,1649.98,1650.3,0
2026-01-05,1658.18,1660.87,1644.35,1655.18,0
2026-01-06,1665.47,1672.4,1660.85,1663.83,0
2026-01-07,1681.53,1680.9,1671.79,1674.1,0
2026-01-08,1656.75,1659.9,1659.21,1659.4,0
2026-01-09,1652.15,1667.71,1649.01,1650.83,0
2026-01-12,1659.99,1655.62,1651.89,1653.13,0
2026-01-13,1650.64,1651.08,1632.69,1641.8,0
2026-01-14,1636.35,1645.67,1639.22,1639.38,0
2026-01-15,1646.02,1653.65,1642.22,1649.22,0
2026-01-16,1673.04,1672.44,1668.82,1670.57,0
2026-01-19,1667.42,1673.51,1659.32,1663.27,0
2026-01-20,1650.17,1645.4,1644.36,1644.62,0
2026-01-21,1668.76,1678.82,1665.58,1668.82,0
2026-01-22,1672.87,1681.44,1671.99,1673.97,0
2026-01-23,1689.18,1692.13,1679.4,1688.03,0
2026-01-26,1679.4,1693.26,1666.63,1681.83,0
2026-01-27,1689.66,1694.58,1693.42,1694.15,0
2026-01-28,1690.01,1689.83,1686.86,1689.64,0
2026-01-29,1730.75,1730.28,1706.45,1722.95,0
2026-01-30,1734.47,1733.9,1729.11,1731.67,0
2026-02-02,1728.76,1741.18,1714.63,1732.92,0
2026-02-03,1733.94,1727.94,1712.37,1724.93,0
2026-02-04,1739.66,1742.95,1736.67,1738.6,0
2026-02-05,1693.83,1688.92,1685.77,1688.78,0
2026-02-06,1706.64,1709.03,1706.11,1708.95,0
2026-02-09,1669.73,1677.7,1671.93,1677.67,0
2026-02-10,1727.0,1746.57,1726.27,1732.81,0
2026-02-11,1715.87,1728.85,1721.02,1723.33,0
2026-02-12,1688.46,1688.35,1684.86,1687.61,0
2026-02-13,1681.35,1688.65,1685.72,1685.9,0
2026-02-16,1660.33,1667.68,1656.44,1661.6,0
2026-02-17,1645.57,1657.96,1639.63,1647.59,0
2026-02-18,1619.42,1626.72,1622.02,1623.12,0
2026-02-19,1616.54,1619.76,1608.23,1616.36,0
2026-02-20,1640.75,1644.17,1636.5,1638.71,0
2026-02-23,1641.04,1644.54,1634.79,1641.72,0
2026-02-24,1633.05,1631.54,1624.32,1627.44,0
2026-02-25,1586.84,1594.56,1590.05,1590.82,0
2026-02-26,1561.81,1571.5,1564.15,1568.67,0
2026-02-27,1604.03,1602.27,1594.37,1598.26,0
2026-03-02,1620.98,1621.74,1611.06,1612.4,0
2026-03-03,1626.43,1633.95,1629.82,1630.14,0
2026-03-04,1600.48,1606.03,1602.25,1602.49,0
2026-03-05,1569.49,1574.06,1566.53,1570.78,0
2026-03-06,1577.1,1587.57,1575.81,1579.55,0
2026-03-09,1569.19,1579.34,1572.43,1573.18,0
2026-03-10,1565.27,1582.07,1562.98,1571.45,0
2026-03-11,1560.84,1564.45,1558.39,1560.54,0
2026-03-12,1596.96,1592.27,1587.72,1587.92,0
2026-03-13,1617.34,1610.59,1601.45,1607.05,0
2026-03-16,1587.34,1598.39,1584.82,1589.85,0
2026-03-17,1625.03,1613.41,1606.54,1612.79,0
2026-03-18,1600.64,1604.68,1597.19,1603.4,0
2026-03-19,1606.53,1615.47,1613.36,1613.75,0
2026-03-20,1641.76,1641.04,1628.72,1638.95,0
2026-03-23,1631.46,1630.16,1626.98,1627.83,0
2026-03-24,1609.56,1612.67,1600.35,1610.28,0
2026-03-25,1584.09,1582.05,1580.66,1580.85,0
2026-03-26,1578.93,1577.61,1570.26,1571.51,0
2026-03-27,1578.16,1585.11,1577.44,1583.46,0
2026-03-30,1602.6,1612.75,1603.99,1608.42,0
2026-03-31,1641.65,1648.09,1643.61,1647.05,0
2026-04-01,1628.95,1635.75,1627.09,1629.19,0
2026-04-02,1644.85,1650.66,1641.54,1643.62,0
2026-04-03,1673.28,1677.19,1668.91,1671.57,0
2026-04-06,1685.74,1688.09,1683.01,1684.96,0
2026-04-07,1636.42,1638.68,1626.98,1631.47,0
2026-04-08,1641.52,1658.64,1636.47,1642.06,0
2026-04-09,1682.71,1693.38,1679.09,1682.49,0
2026-04-10,1694.01,1694.01,1683.0,1688.34,0
2026-04-13,1677.64,1701.36,1681.63,1685.64,0
2026-04-14,1694.45,1721.08,1689.99,1705.86,0
2026-04-15,1716.73,1722.73,1708.33,1716.38,0
2026-04-16,1707.83,1710.7,1697.57,1706.73,0
2026-04-17,1709.37,1716.04,1698.55,1710.6,0
2026-04-20,1727.02,1736.38,1726.95,1731.81,0
2026-04-21,1740.13,1755.42,1749.05,1752.14,0
2026-04-22,1761.13,1776.74,1762.42,1770.15,0
2026-04-23,1744.73,1753.34,1734.86,1740.66,0
2026-04-24,1740.62,1750.7,1740.15,1742.18,0
2026-04-27,1715.01,1722.59,1711.03,1718.22,0
2026-04-28,1721.9,1721.57,1705.36,1719.77,0
2026-04-29,1710.54,1718.88,1710.75,1715.85,0
2026-04-30,1701.53,1711.27,1696.27,1699.76,0
2026-05-01,1687.49,1694.57,1684.17,1689.36,0
2026-05-04,1682.76,1686.95,1675.23,1682.27,0
2026-05-05,1654.59,1671.0,1649.56,1657.14,0
2026-05-06,1659.84,1673.35,1660.63,1663.04,0
2026-05-07,1670.36,1672.24,1660.08,1662.71,0
